Number, x, y, size, angle, response
1083,1119.85,1112.87,4.3626,227.567,0.0185254
1084,1120.03,516.317,4.22758,62.7783,0.0140204
1085,1120.03,516.317,4.22758,244.802,0.0140204
1086,1120.12,1355.81,3.96985,227.093,0.021938
1087,1120.2,1279.76,3.77279,38.4717,0.0195346
1088,1120.55,1048.38,2.91728,214.354,0.0146875
1089,1121.31,471.132,5.02874,65.1227,0.0139091
1090,1121.33,563.944,4.4938,92.2403,0.04996
1091,1121.87,627.315,6.65266,282.123,0.0311452
1092,1122.75,570.055,4.60075,93.9941,0.0192091
1093,1122.88,1105,7.26272,148.148,0.0231631
1094,1122.88,1105,7.26272,218.382,0.0231631
1095,1123.13,1128.1,15.8503,20.1904,0.0193696
1096,1123.2,1201.74,2.46036,211.406,0.0135129
1097,1123.64,1104.99,5.66221,153.159,0.0236872
1098,1124.48,604.638,4.62431,74.1757,0.0467246
1099,1124.48,604.638,4.62431,213.844,0.0467246
1100,1124.87,460.124,7.06008,147.942,0.0370114
1101,1125.17,612.105,5.21552,74.4415,0.0190342
1102,1125.63,976.388,5.20159,238.203,0.0145927
1103,1125.85,1196.95,4.3675,211.575,0.0172706
1104,1127.36,430.616,4.29312,79.8591,0.0151996
1105,1128.26,623.531,12.5902,290.616,0.0317497
1106,1128.52,444.776,3.34361,285.474,0.0180945
1107,1128.8,1039.82,4.26758,219.376,0.013533
1108,1129.73,657.684,39.4187,289.217,0.0220341
1109,1129.85,1189.66,4.04931,209.919,0.0161052
1110,1131.6,380.675,11.6666,239.937,0.0230034
1111,1133.46,1184.14,4.72229,206.887,0.0161372
1112,1133.73,1338.65,3.81583,215.563,0.0232675
1113,1134.52,1262.88,5.51475,32.1958,0.0158518
1114,1134.64,1349.96,7.84506,59.4359,0.0259889
1115,1134.64,1349.96,7.84506,214.273,0.0259889
1116,1134.76,1358.9,3.8343,54.7501,0.0164133
1117,1137.32,1024.37,2.50656,230.287,0.0152122
1118,1137.68,1043.85,17.0814,218.571,0.018921
1119,1137.84,343.962,7.85926,242.774,0.021364
1120,1138.05,1122.43,3.04781,13.2368,0.014244
1121,1138.16,612.855,4.22207,142.538,0.023681
1122,1138.16,612.855,4.22207,300.152,0.023681
1123,1138.35,526.036,4.43597,161.226,0.0212864
1124,1138.93,575.212,5.28484,134.295,0.0282707
1125,1138.93,575.212,5.28484,313.617,0.0282707
1126,1139.45,457.792,13.1047,84.7642,0.0572003
1127,1140.78,1331.09,3.07468,226.991,0.0248343
1128,1141.27,1165.77,4.46165,204.17,0.0144796
1129,1141.62,436.595,15.7844,96.9518,0.0371191
1130,1142.56,420.327,10.2032,94.4293,0.0193516
1131,1142.99,327.14,12.644,240.321,0.0141366
1132,1143.3,1246.69,3.93112,33.1487,0.0191576
1133,1143.94,1103.35,7.96381,96.64,0.026503
1134,1144.16,1382.89,6.28408,93.3518,0.0583841
1135,1144.19,633.038,10.1162,288.523,0.029597
1136,1144.36,619.127,5.34172,138.604,0.031794
1137,1144.36,619.127,5.34172,316.847,0.031794
1138,1146.35,1382.06,7.61345,93.0965,0.0573131
1139,1147.23,874.756,6.52505,257.212,0.018141
1140,1147.44,538.922,4.0026,144.761,0.0247139
1141,1147.44,538.922,4.0026,319.479,0.0247139
1142,1149.96,1012.43,3.28745,223.424,0.0171594
1143,1150.17,449.603,3.22464,289.388,0.0136358
1144,1150.97,1147.69,2.94218,197.011,0.0155741
1145,1151.92,470.547,10.0663,83.5575,0.0694366
1146,1151.92,470.547,10.0663,208.883,0.0694366
1147,1152.26,1368.73,3.19281,225.958,0.0263699
1148,1152.56,207.885,2.01678,288.906,0.0166645
1149,1152.66,1229.25,3.4638,19.7823,0.0166413
1150,1153.81,650.354,13.557,286.013,0.0202392
1151,1154.14,1137.56,4.11976,196.084,0.0153933
1152,1154.29,1113.18,22.1723,106.543,0.0184459
1153,1154.65,652.575,17.1717,287.029,0.0199933
1154,1155.44,1132.03,3.28371,190.979,0.0162905
1155,1155.67,512.811,16.4702,141.031,0.0355205
1156,1156.07,1223.41,4.45497,32.4207,0.0166957
1157,1156.21,1321.38,3.36518,226.915,0.0173191
1158,1156.41,1345.65,2.34473,62.0989,0.0175696
1159,1157.39,1363.69,2.50646,220.122,0.0245761
1160,1157.45,487.582,12.3787,144.986,0.057282
1161,1158.48,632.45,5.47543,283.335,0.015553
1162,1158.92,1006.34,3.53295,249.947,0.0136725
1163,1159.45,1122.78,3.18723,227.429,0.0142212
1164,1159.69,956.125,4.3677,210.254,0.0169678
1165,1159.97,1316.64,2.46326,229.209,0.0205135
1166,1160.04,1104.64,3.23809,113.229,0.0198456
1167,1161.77,1021.16,18.7571,233.681,0.0234014
1168,1164.52,937.037,4.00867,66.4428,0.0147678
1169,1165.16,267.999,12.6739,108.183,0.0312898
1170,1165.37,1107.55,3.07613,120.678,0.0181566
1171,1166.08,1307.34,4.70734,227.498,0.0269014
1172,1166.37,648.086,4.16783,283.961,0.0138464
1173,1166.88,1134.47,13.3953,202.31,0.0209725
1174,1167.26,1137.07,15.0919,203.593,0.0207431
1175,1170.92,1194.73,4.3861,25.2177,0.0143767
1176,1171,491.78,25.4711,148.052,0.0540007
1177,1171.89,944.954,11.2357,176.422,0.0288493
1178,1171.91,508.536,10.1664,140.288,0.0366425
1179,1172.11,441.387,3.10713,119.077,0.01671
1180,1174.15,1117.29,12.4971,109.134,0.0200123
1181,1174.54,1302.06,2.59261,227.683,0.020008
1182,1174.65,1188.23,4.48984,28.4745,0.0147143
1183,1174.99,522.076,1.95114,146.211,0.0190807
1184,1175.14,426.472,16.0653,119.796,0.0138604
1185,1175.36,452.284,11.3608,124.279,0.0262074
1186,1175.81,1296.64,3.90952,230.603,0.0262649
1187,1175.84,961.54,2.57721,193.779,0.0198552
1188,1175.96,1372.2,24.3348,92.11,0.0493145
1189,1177.87,1336.09,8.11088,226.627,0.0447418
1190,1178.43,445.182,2.3525,125.195,0.0145106
1191,1178.51,962.757,2.21667,196.223,0.0146804
1192,1178.91,1175.87,5.93099,21.3644,0.0156264
1193,1180.67,1236,2.95625,212.937,0.0157645
1194,1180.89,1244.02,2.81658,129.538,0.017688
1195,1180.93,607.056,4.02068,102.319,0.0362352
1196,1180.93,607.056,4.02068,277.889,0.0362352
1197,1181.79,1344.14,6.39971,228.19,0.0200223
1198,1182.63,974.473,2.68308,108.582,0.0133801
1199,1182.68,968.072,10.8806,186.657,0.0262141
1200,1183.91,452.356,1.86305,126.186,0.0149009
1201,1184.91,1230.23,3.91612,220.172,0.0211044
1202,1185.54,543.738,11.0168,139.771,0.0352657
1203,1189.04,474.734,3.40213,292.375,0.0172534
1204,1189.47,1224.78,3.4392,227.625,0.0215174
1205,1190.39,1020.35,17.7919,277.971,0.0221611
1206,1190.39,1020.35,17.7919,339.659,0.0221611
1207,1190.76,1283.64,3.92045,222.944,0.0223413
1208,1192.57,1235.51,9.69161,73.4818,0.0228094
1209,1192.57,1235.51,9.69161,218.334,0.0228094
1210,1192.58,1090.61,26.4222,5.03376,0.0169761
1211,1195.2,1284.27,2.6684,220.361,0.0152596
1212,1196,997.264,16.0345,137.382,0.0345008
1213,1196.33,386.245,69.9872,245.245,0.047265
1214,1196.72,982.919,2.96238,136.067,0.0145725
1215,1199.2,989.13,2.46691,133.217,0.0154432
1216,1200.16,1016.11,8.03359,285.019,0.0240238
1217,1200.16,1016.11,8.03359,351.947,0.0240238
1218,1200.28,1216.41,4.35424,239.474,0.0192334
1219,1200.73,1361.62,6.60423,266.932,0.0482877
1220,1200.95,588.943,3.29682,115.514,0.018765
1221,1200.95,588.943,3.29682,287.935,0.018765
1222,1201.5,545.697,9.53784,136.805,0.0376908
1223,1201.8,1242.62,4.41258,68.0027,0.0202912
1224,1203.97,989.719,3.12814,140.074,0.0137418
1225,1203.99,459.777,4.16981,119.253,0.0143254
1226,1206.66,994.409,2.02707,154.388,0.0153364
1227,1209.32,1267.86,2.66189,226.574,0.0220001
1228,1210.19,1109.21,5.83583,337.415,0.0201641
1229,1211.05,463.488,2.51804,120.076,0.0152264
1230,1213.11,1237.22,3.58375,67.1174,0.0218198
1231,1213.39,273.417,1.94195,108.972,0.0141515
1232,1213.55,1020.8,10.5453,146.11,0.0439531
1233,1213.71,667.957,3.45007,112.181,0.0157164
1234,1214.93,1240.36,2.10115,252.778,0.0139319
1235,1215.13,1346.41,2.46306,63.462,0.0151539
1236,1215.85,1004.61,9.86469,149.571,0.0193324
1237,1216.25,1210.57,2.49946,240.125,0.0144484
1238,1217.06,1264.82,3.29078,225.13,0.0153153
1239,1218.12,593.204,3.92747,96.2983,0.0172996
1240,1218.12,593.204,3.92747,280,0.0172996
1241,1219.26,1205.3,3.30993,244.216,0.0227305
1242,1219.54,1235.82,3.95855,71.2743,0.017724
1243,1220.4,924.454,72.9157,151.447,0.0226366
1244,1220.68,1111.46,4.01249,263.656,0.0147077
1245,1221.87,1096.79,13.0822,7.97146,0.0404853
1246,1221.87,1096.79,13.0822,196.618,0.0404853
1247,1223.21,672.009,3.95243,112.246,0.0159983
1248,1223.61,1207.06,2.50631,246.428,0.0166175
1249,1223.83,613.915,4.15889,90.2916,0.0262168
1250,1223.83,613.915,4.15889,279.071,0.0262168
1251,1224.44,1203.32,3.20916,247.16,0.0234034
1252,1224.67,593.488,3.51659,88.9275,0.0155427
1253,1224.67,593.488,3.51659,282.11,0.0155427
1254,1225.2,966.401,48.8957,154.378,0.0212899
1255,1226.21,1359.26,3.27843,255.95,0.0311681
1256,1226.3,475.07,2.88153,114.974,0.0138962
1257,1226.44,333.418,3.52861,254.024,0.0140183
1258,1228.6,1041.97,2.93331,161.968,0.0176283
1259,1229.69,328.474,3.26113,259.402,0.0165383
1260,1230.07,1248.66,4.23358,227.927,0.0212602
1261,1230.14,1037.43,2.43945,159.171,0.0196349
1262,1230.59,1360.62,1.97704,255.243,0.0280687
1263,1230.6,1230.84,2.92251,60.4935,0.0157026
1264,1231.3,1037.31,4.44168,159.98,0.0189414
1265,1231.32,1052.06,2.74943,169.484,0.0188878
1266,1232.63,497.049,2.47331,297.369,0.0133491
1267,1234.32,1108.07,11.1586,199.638,0.0211092
1268,1235.86,502.404,1.88218,291.965,0.0140562
1269,1236.17,1242.27,2.03271,236.776,0.0172012
1270,1236.7,1120.72,3.95763,115.806,0.0199862
1271,1236.93,679.298,4.07158,122.857,0.0144213
1272,1238.06,234.568,2.05945,290.067,0.021371
1273,1238.23,1245.97,4.09267,226.576,0.0157304
1274,1239.25,1240.29,2.56288,239.779,0.0189186
1275,1242.11,320.152,10.0432,256.598,0.0238105
1276,1242.27,683.043,3.35146,121.838,0.0152335
1277,1242.46,573.09,1.91108,106.385,0.0133735
1278,1242.62,1230.57,12.9464,53.2676,0.0271918
1279,1242.62,1230.57,12.9464,230.69,0.0271918
1280,1242.7,327.365,3.55401,250.274,0.0192418
1281,1242.9,1238.02,2.55202,229.017,0.0201405
1282,1244.61,1204.06,5.33178,268.942,0.0167825
1283,1246.59,509.323,3.40397,309.432,0.0176867
1284,1247.22,685.564,3.37777,117.322,0.0161105
1285,1247.39,1331.24,3.21245,60.8865,0.0243478
1286,1249.47,1237.01,4.29269,230.444,0.0169399
1287,1249.52,1199.16,4.36106,103.953,0.0168312
1288,1249.52,1199.16,4.36106,300.168,0.0168312
1289,1249.69,486.891,2.15922,118.667,0.0144852
1290,1249.7,306.121,8.5464,238.931,0.0340998
1291,1250.79,386.43,2.78745,6.80267,0.0137127
1292,1251.1,687.906,2.73126,120.465,0.0173354
1293,1251.79,1133.4,2.81953,147.016,0.0196891
1294,1252.21,1331.96,2.60958,235.088,0.013893
1295,1252.91,512.725,2.99007,288.628,0.0179245
1296,1254.02,322.268,5.43142,347.568,0.0277258
1297,1254.11,297.493,5.27641,358.636,0.0177836
1298,1254.54,486.485,3.05271,121.497,0.0163009
1299,1255.04,1227.77,3.34679,232.71,0.0183222
1300,1256.04,1231.55,2.80686,236.848,0.014146
1301,1256.04,1354.51,2.45682,247.041,0.0199814
1302,1256.22,579.55,2.19705,103.006,0.0240894
1303,1256.71,691.214,3.06671,122.144,0.0161086
1304,1257.35,1134.33,4.47298,148.424,0.0133368
1305,1258.54,461.52,30.7602,118.674,0.0283115
1306,1258.73,335.329,3.12907,342.68,0.0151986
1307,1258.9,493.407,2.42182,122.056,0.0147721
1308,1259.09,991.205,18.6283,346.048,0.0254419
1309,1259.38,490.095,2.36392,121.355,0.0142084
1310,1259.64,391.139,6.18939,4.52881,0.0296062
1311,1259.64,391.139,6.18939,138.986,0.0296062
1312,1260.58,424.54,11.138,346.354,0.0290913
1313,1260.72,1228.13,3.39804,235.455,0.0155095
1314,1260.95,1223.5,3.16123,239.603,0.0187073
1315,1262.04,233.251,8.44391,286.792,0.0361167
1316,1263.46,1147.99,2.54003,151.19,0.0155302
1317,1263.89,1321.13,3.74043,60.0672,0.0231886
1318,1265.7,637.4,4.15745,274.417,0.0260463
1319,1266.37,352.259,4.87774,321.742,0.0152022
1320,1266.4,597.677,3.59244,102.096,0.0271612
1321,1268.34,498.549,2.21124,118.298,0.0179831
1322,1268.57,388.77,6.49424,359.38,0.0263004
1323,1268.6,1175.85,3.00033,165.575,0.0142375
1324,1269,265.87,14.0496,17.8053,0.0362929
1325,1269,265.87,14.0496,199.888,0.0362929
1326,1269.5,1318.36,2.96155,61.2608,0.0205074
1327,1269.72,365.412,12.7623,348.65,0.032478
1328,1269.78,1181.96,3.99685,168.056,0.0141962
1329,1270.56,519.616,3.81286,291.101,0.0135082
1330,1271.89,580.315,1.96364,105.154,0.025031
1331,1272.33,224.834,2.58139,213.186,0.0183235
1332,1272.38,414.157,10.5059,328.572,0.0224011
1333,1274.01,991.857,2.83966,341.716,0.0288982
1334,1274.48,499.612,1.87553,121.713,0.0183738
1335,1274.57,610.923,6.54677,256.683,0.0345305
1336,1275.73,1314.43,3.25655,60.4713,0.0210626
1337,1275.89,307.896,2.79197,18.2497,0.0322791
1338,1275.93,677.786,8.59054,46.843,0.0270809
1339,1276.14,1011.21,2.09738,342.651,0.0213931
1340,1276.39,365.295,3.36587,350.427,0.0271714
1341,1276.52,265.382,2.4964,195.824,0.024412
1342,1276.56,686.208,2.78997,56.5046,0.0273489
1343,1277.06,217.396,5.12419,221.951,0.0188808
1344,1277.26,227.165,7.05118,40.8133,0.0356023
1345,1277.26,227.165,7.05118,218.859,0.0356023
1346,1277.71,432.002,11.6989,345.787,0.0242175
1347,1277.8,269.47,2.13706,201.352,0.0244264
1348,1278.67,523.234,2.49918,293.523,0.0142023
1349,1279.08,501.96,2.55145,115.673,0.0142258
1350,1279.14,295.632,3.16097,20.2311,0.0359852
1351,1280.54,262.125,3.42612,199.044,0.0209118
1352,1280.72,262.039,3.60449,201.459,0.0206069
1353,1281.23,603.007,5.86184,156.364,0.0553323
1354,1281.29,290.583,2.55888,25.4995,0.031496
1355,1281.4,1227.53,15.7,295.116,0.0218878
1356,1282.75,1028.11,5.64947,273.286,0.0140089
1357,1283.93,249.992,3.29811,210.098,0.0161801
1358,1284.15,514.785,16.7506,120.522,0.0397441
1359,1284.15,514.785,16.7506,288.837,0.0397441
1360,1284.52,1013.79,10.998,205.381,0.0624448
1361,1284.52,1013.79,10.998,337.759,0.0624448
1362,1284.66,1213.69,6.14963,293.844,0.0322694
1363,1285.04,598.399,2.47928,315.087,0.0146835
1364,1287.26,661.285,14.48,38.8828,0.0641108
1365,1287.26,661.285,14.48,280.156,0.0641108
1366,1287.29,1309.11,3.41602,62.792,0.0205083
1367,1287.58,383.209,6.43986,308.395,0.0143315
1368,1287.63,488.285,21.7022,119.357,0.0308634
1369,1288.46,981.641,32.0114,96.8542,0.0757853
1370,1288.46,981.641,32.0114,244.292,0.0757853
1371,1288.46,981.641,32.0114,345.368,0.0757853
1372,1288.5,660.867,14.0638,45.6653,0.0641493
1373,1288.5,660.867,14.0638,274.947,0.0641493
1374,1288.64,1224.37,7.64419,297.037,0.0219984
1375,1289.52,245.183,2.23534,216.682,0.0194953
1376,1290.38,710.734,6.87548,291.014,0.0344859
1377,1291.98,470.02,2.94718,292.669,0.0173039
1378,1292.41,237.905,2.24573,215.523,0.0175067
1379,1292.42,241.511,2.00028,220.124,0.0161473
1380,1292.43,1210.29,4.86358,18.4064,0.0254189
1381,1292.85,288.407,2.08525,195.193,0.0218456
1382,1295.04,562.917,4.90664,17.3376,0.037602
1383,1295.13,691.364,24.7627,250.914,0.0572522
1384,1295.37,573.557,6.0335,24.0066,0.033278
1385,1296.04,200.249,3.99604,235.295,0.0185981
1386,1296.29,200.463,3.53519,234.194,0.0187901
1387,1298.03,566.84,2.31062,31.0011,0.027088
1388,1298.57,1303.04,3.50466,73.8154,0.0230353
1389,1299.52,231.614,2.49324,218.005,0.0133448
1390,1299.87,1218.04,9.48547,271.771,0.0423004
1391,1299.87,1218.04,9.48547,296.715,0.0423004
1392,1299.97,453.988,4.44125,108.081,0.0152637
1393,1299.97,453.988,4.44125,300.079,0.0152637
1394,1300.14,721.643,5.9631,134.584,0.0243211
1395,1300.14,721.643,5.9631,253.31,0.0243211
1396,1300.32,1299.47,2.25764,72.766,0.0153034
1397,1300.94,549.238,7.10817,5.27985,0.0571546
1398,1300.96,359.306,9.90403,157.737,0.0548601
1399,1301.13,712.811,5.85853,203.192,0.0474071
1400,1301.13,712.811,5.85853,240.004,0.0474071
1401,1301.21,358.645,10.5566,89.1753,0.0543954
1402,1301.21,358.645,10.5566,158.749,0.0543954
1403,1302.35,404.659,2.8776,169.365,0.0190397
1404,1302.51,660.983,2.43535,359.956,0.0209464
1405,1302.8,1179.12,9.57918,97.7722,0.0322573
1406,1303.28,475.914,3.88472,279.344,0.0141734
1407,1303.28,475.914,3.88472,340.765,0.0141734
1408,1303.31,224.542,2.13769,228.957,0.0206862
1409,1303.5,352.632,15.3341,111.786,0.0524356
1410,1303.5,352.632,15.3341,162.305,0.0524356
1411,1303.89,1340.41,2.13789,249.793,0.0174717
1412,1304.14,443.801,8.96304,172.804,0.031266
1413,1304.8,201.82,7.6458,243.825,0.0311323
1414,1304.9,193.768,4.50488,249.623,0.0205886
1415,1305.03,194.352,3.4637,248.996,0.020634
1416,1305.05,835.337,3.08681,210.648,0.0134446
1417,1305.52,433.489,2.31474,169.257,0.0181025
1418,1305.53,827.136,4.81695,208.139,0.0170836
1419,1306.41,412.659,2.21303,177.159,0.0175119
1420,1306.47,487.624,6.63398,317.663,0.0171727
1421,1306.86,471.908,3.1873,26.7634,0.0136663
1422,1306.86,471.908,3.1873,286.614,0.0136663
1423,1307.43,420.967,3.37676,176.002,0.0193772
1424,1307.7,396.125,2.49174,273.304,0.013485
1425,1307.84,744.535,11.4386,155.017,0.0168151
1426,1308.37,821.662,3.45581,198.74,0.0149772
1427,1308.51,432.903,2.73926,169.347,0.0192193
1428,1308.76,1230.27,8.92483,267.145,0.0224227
1429,1309.04,218.822,4.02292,231.383,0.0200448
1430,1309.4,1333.49,3.81606,241.338,0.0267769
1431,1309.57,477.508,4.9702,316.412,0.0351967
1432,1309.61,1295.1,2.51725,64.2841,0.0142154
1433,1309.65,565.554,2.64255,140.576,0.0244457
1434,1309.7,378.434,19.4717,119.531,0.075885
1435,1309.7,378.434,19.4717,218.275,0.075885
1436,1310.3,708.037,6.6423,246.136,0.0378308
1437,1310.99,441.462,2.86877,169.035,0.0243098
1438,1311.04,987.562,6.37204,255.128,0.0320316
1439,1311.1,455.729,5.99092,94.7123,0.018417
1440,1311.35,450.264,2.90641,190.019,0.0156791
1441,1313.01,547.241,2.59146,8.33355,0.0149672
1442,1313.62,1296.2,2.33338,60.9787,0.0223351
1443,1314.8,404.432,14.0634,223.164,0.0342897
1444,1315.03,880.92,12.3069,96.344,0.0156319
1445,1315.45,561.796,7.15042,78.4788,0.0661546
1446,1315.72,768.767,5.69945,177.339,0.0180201
1447,1315.75,777.505,5.14782,183.074,0.0142555
1448,1315.96,521.905,6.92674,116.3,0.0325766
1449,1316.29,694.471,10.2829,239.497,0.0328181
1450,1317.22,715.622,20.6026,244.216,0.0341848
1451,1317.84,1218.07,10.1545,256.908,0.032461
1452,1318.71,462.811,5.48044,90.9913,0.0281856
1453,1318.71,462.811,5.48044,258.911,0.0281856
1454,1318.95,471.161,6.13633,62.0833,0.0450512
1455,1318.95,471.161,6.13633,255.948,0.0450512
1456,1319.7,963.464,10.8273,90.7574,0.0364264
1457,1320.94,960.707,14.4312,100.683,0.0356618
1458,1321.46,546.382,10.2068,187.917,0.0368103
1459,1322.34,193.598,5.45146,250.09,0.0334505
1460,1324.98,565.976,4.80753,77.7508,0.034644
1461,1325.66,488.044,7.29337,261.134,0.031963
1462,1326.46,1331.07,2.46092,243.232,0.0211204
1463,1326.5,567.55,7.40383,84.442,0.0328476
1464,1327.55,1289.97,3.22427,61.8348,0.020022
1465,1328.15,470.888,1.96221,90.8656,0.0138508
1466,1328.16,498.688,6.38097,198.974,0.0345351
1467,1328.16,498.688,6.38097,334.267,0.0345351
1468,1328.49,477.123,6.73484,269.071,0.0559859
1469,1329.31,538.251,4.46736,162.932,0.0174131
1470,1330.81,191.316,5.19302,250.47,0.03279
1471,1331.34,1207.74,10.4338,180.981,0.0230882
1472,1331.84,696.051,8.72431,240.644,0.0374171
1473,1334.48,979.218,17.4456,81.3537,0.0535028
1474,1334.48,1328.14,2.64589,249.205,0.0166871
1475,1334.58,1287.07,3.44701,66.9754,0.0230891
1476,1336.2,471.353,6.35017,139.563,0.0386244
1477,1336.44,462.37,5.87798,105.696,0.0280797
1478,1336.71,513.169,5.16848,98.3414,0.0247619
1479,1338.1,417.152,37.468,208.958,0.0466285
1480,1338.41,683.478,8.76333,253.49,0.0257624
1481,1338.81,329.463,50.223,43.2408,0.0405754
1482,1338.81,329.463,50.223,155.895,0.0405754
1483,1341.07,501.705,27.2627,103.66,0.0214181
1484,1341.08,190.211,5.35496,267.503,0.0450274
1485,1341.75,1247.57,39.6901,273.416,0.0192877
1486,1342.07,455.001,6.76562,82.659,0.0179208
1487,1342.07,455.001,6.76562,101.397,0.0179208
1488,1342.21,1195.92,8.22457,76.8579,0.01506
1489,1342.3,540.574,8.80579,37.5685,0.0303572
1490,1342.3,540.574,8.80579,277.219,0.0303572
1491,1342.41,454.175,7.6957,82.6408,0.0178069
1492,1342.41,454.175,7.6957,98.3637,0.0178069
1493,1342.86,1283.18,3.91447,64.0648,0.022987
1494,1343.81,1185.67,6.83452,79.3481,0.0135659
1495,1344.19,201.731,9.53201,243.929,0.0462723
1496,1345.27,1095.22,92.7221,4.91123,0.0276935
1497,1345.73,560.684,7.10851,96.2849,0.0441591
1498,1347.4,518.904,9.17156,67.8017,0.0231069
1499,1347.49,391.458,7.9819,320.718,0.0282634
1500,1349.41,568.99,6.01911,93.4226,0.0273535
1501,1351.65,549.639,8.61675,2.67223,0.0461741
1502,1351.65,549.639,8.61675,39.126,0.0461741
1503,1351.65,549.639,8.61675,93.8823,0.0461741
1504,1351.78,463.961,8.683,70.0301,0.0335291
1505,1351.78,463.961,8.683,283.421,0.0335291
1506,1352.69,1283.49,2.98418,250.823,0.0138514
1507,1353.45,688.611,9.53132,249.166,0.0225706
1508,1353.66,1321.11,2.55059,253.295,0.017704
1509,1353.75,193.135,7.66597,263.53,0.0460355
1510,1354.08,373.668,13.948,99.2751,0.0726002
1511,1354.08,373.668,13.948,339.816,0.0726002
1512,1354.45,212.291,9.77583,236.878,0.0194702
1513,1354.55,520.415,5.44374,72.2994,0.0246326
1514,1355.63,1316.78,3.7167,247.125,0.0278996
1515,1357.05,483.697,6.03548,181.128,0.0482392
1516,1357.05,483.697,6.03548,287.868,0.0482392
1517,1357.29,1209.45,9.03474,349.513,0.0162077
1518,1357.39,675.433,8.36089,190.275,0.0339247
1519,1357.39,675.433,8.36089,245.03,0.0339247
1520,1357.98,1197.1,5.03119,349.543,0.0144457
1521,1358.31,560.76,7.38404,82.0829,0.0570359
1522,1358.53,1277.27,3.7131,71.6261,0.0225436
1523,1358.58,512.883,5.55206,73.1799,0.0415768
1524,1358.58,512.883,5.55206,129.173,0.0415768
1525,1358.58,512.883,5.55206,162.605,0.0415768
1526,1358.58,512.883,5.55206,331.005,0.0415768
1527,1359.86,259.198,90.7818,253.38,0.0518657
1528,1359.87,527.354,7.60923,240.093,0.0371808
1529,1359.9,1318.19,1.99433,243.993,0.0215706
1530,1359.97,583.265,31.8536,114.151,0.0337502
1531,1362.76,1021.56,11.0413,210.178,0.0624947
1532,1362.76,1021.56,11.0413,344.365,0.0624947
1533,1362.99,537.983,8.71296,100.745,0.0353923
1534,1362.99,537.983,8.71296,239.994,0.0353923
1535,1363.3,984.665,33.384,82.6789,0.0727011
1536,1363.61,204.604,3.04415,252.05,0.0163919
1537,1364.78,462.937,14.7939,47.3209,0.0309355
1538,1364.78,462.937,14.7939,256.678,0.0309355
1539,1366.65,517.965,5.81977,133.498,0.0141905
1540,1366.65,660.872,4.92459,249.576,0.0227582
1541,1368.17,1183.77,16.421,160.103,0.033325
1542,1368.72,1270.9,3.02932,70.3104,0.0137771
1543,1369.16,367.867,6.79007,19.7268,0.0574965
1544,1369.16,367.867,6.79007,128.557,0.0574965
1545,1370.28,550.414,7.71995,168.968,0.0640372
1546,1370.58,195.291,6.85828,259.125,0.0338373
1547,1371.87,480.225,12.3568,258.56,0.019103
1548,1372.11,669.756,11.1102,289.368,0.0568383
1549,1372.16,1215.35,16.363,279.947,0.0294631
1550,1373.45,371.791,1.94559,23.5487,0.0265046
1551,1373.61,1273.36,4.2036,69.1143,0.0228276
1552,1374.78,1171.19,2.0758,157.429,0.0162309
1553,1374.87,1192.19,5.48337,168.402,0.0175136
1554,1375.77,1385.71,1.85127,60.691,0.0172273
1555,1375.77,514.084,12.8143,79.5163,0.0145663
1556,1375.87,1312.3,2.25275,250.705,0.0190914
1557,1377.64,177.676,6.20709,263.159,0.0178864
1558,1378.91,1185.11,4.3648,170.209,0.0193733
1559,1379.22,825.113,156.541,260.354,0.0278051
1560,1379.68,1383.89,2.64445,72.66,0.0177224
1561,1380.18,499.487,6.62145,123.308,0.0163494
1562,1382.44,1140.39,45.105,3.33424,0.021148
1563,1382.74,1379.93,2.55975,71.9872,0.0150991
1564,1383.27,962.943,13.5408,71.9923,0.0617862
1565,1383.27,962.943,13.5408,194.605,0.0617862
1566,1384.78,453.611,5.41579,216.759,0.0200479
1567,1387.11,433.947,5.73187,197.555,0.0255491
1568,1387.3,527.328,10.4961,262.101,0.0414828
1569,1387.7,1380.76,3.02213,60.7541,0.0163125
1570,1387.97,461.323,5.86041,217.56,0.0143798
1571,1388.8,1307.08,1.93275,244.702,0.0186406
1572,1391.49,1378.37,2.05895,60.6493,0.0196643
1573,1391.67,1190.05,18.0526,160.56,0.02769
1574,1391.8,417.508,16.1545,22.443,0.0258339
1575,1391.8,417.508,16.1545,211.512,0.0258339
1576,1391.83,622.751,5.74911,342.005,0.0644397
1577,1392.71,629.842,3.25541,97.9874,0.0158711
1578,1393.23,605.684,5.10101,45.7813,0.049832
1579,1393.23,605.684,5.10101,195.357,0.049832
1580,1393.31,662.091,12.4053,279.401,0.0386878
1581,1395.05,430.296,5.02807,210.687,0.0217677
1582,1395.31,360.65,25.5597,41.6006,0.0672527
1583,1396.41,1373.44,2.44011,67.9328,0.0164648
1584,1397.52,412.918,3.79824,51.058,0.0173288
1585,1397.52,412.918,3.79824,200.605,0.0173288
1586,1397.52,412.918,3.79824,226.017,0.0173288
1587,1397.64,614.322,6.34163,342.544,0.0259846
1588,1399.83,671.072,4.04409,258.211,0.0233694
1589,1399.99,1375.02,2.60902,67.3811,0.0196478
1590,1400.18,395.959,8.00213,34.6741,0.0267001
1591,1401.19,434.115,5.99323,209.484,0.024402
1592,1401.72,1302.02,2.46688,249.704,0.0163733
