KeypointIndex,FrameIndex,X,Y,Variance
748,3,702.382,367.583,0.255045
750,0,700.662,1041.91,0.0111029
750,1,700.683,1042.05,0.0111029
750,2,700.714,1042.16,0.0111029
753,0,705.078,302.544,0.048407
753,1,705.071,302.104,0.048407
754,0,705.078,302.544,0.0404204
754,1,705.071,302.104,0.0404204
754,2,704.975,302.08,0.0404204
754,3,704.899,302.307,0.0404204
758,0,705.546,350.923,0.22311
758,1,705.974,350.243,0.22311
758,2,706.075,349.934,0.22311
759,0,758.968,869.734,51105.5
759,1,705.546,350.923,51105.5
759,2,705.974,350.243,51105.5
759,3,706.075,349.934,51105.5
761,0,704.743,790.524,0.0124531
761,1,704.716,790.746,0.0124531
762,0,707.741,924.44,1.58989
762,1,705.739,926.022,1.58989
762,2,705.633,926.253,1.58989
768,0,1262.78,168.909,281.813
768,1,1262.66,168.429,281.813
768,2,1262.61,169.546,281.813
768,3,1267.83,207.375,281.813
776,0,714.194,368.161,0.0624003
776,1,714.079,367.975,0.0624003
776,2,714.035,367.898,0.0624003
776,3,714.133,367.496,0.0624003
778,0,714.534,392.91,0.0102313
778,1,714.767,392.841,0.0102313
778,2,714.681,392.889,0.0102313
778,3,714.653,392.761,0.0102313
779,0,1347.04,336.99,0.0170809
779,1,1347.3,337.049,0.0170809
780,0,714.534,392.91,0.0102313
780,1,714.767,392.841,0.0102313
780,2,714.681,392.889,0.0102313
780,3,714.653,392.761,0.0102313
783,0,719.575,444.504,7.03405
783,1,713.822,443.678,7.03405
783,2,714.193,443.884,7.03405
786,0,717.739,329.144,0.0167961
786,1,717.72,329.402,0.0167961
788,0,719.291,467.326,0.259182
788,1,719.909,468.136,0.259182
796,0,721.715,471.081,0.926739
796,1,720.866,468.945,0.926739
796,2,721.645,469.722,0.926739
798,0,1183.8,330.497,0.0663868
798,1,1184.23,330.758,0.0663868
798,2,1184.37,330.873,0.0663868
798,3,1184.25,330.758,0.0663868
799,0,614.311,775.709,28858.2
799,1,745.749,675.363,28858.2
799,2,848.349,1010.18,28858.2
800,0,725.051,292.818,5.12385
800,1,724.776,293.015,5.12385
800,2,721.741,294.942,5.12385
800,3,720.567,295.551,5.12385
808,0,1095.59,553.715,39672.1
808,1,668.328,502.138,39672.1
808,2,686.594,489.834,39672.1
815,0,730.306,364.316,0.603899
815,1,732,363.115,0.603899
815,2,731.662,363.475,0.603899
815,3,731.56,363.715,0.603899
816,0,1045.05,1038.56,1.30383
816,1,1042.49,1039.11,1.30383
816,2,1042.92,1038.97,1.30383
821,0,945.69,877.117,0.0763059
821,1,945.853,877.645,0.0763059
822,0,749.36,146.176,1.05198
822,1,747.555,143.945,1.05198
822,2,748.28,145.108,1.05198
822,3,748.105,145.134,1.05198
823,0,732.59,1036.49,0.029263
823,1,732.502,1036.5,0.029263
823,2,732.553,1036.5,0.029263
823,3,732.646,1036.12,0.029263
826,0,736.101,635.575,0.256687
826,1,735.947,635.665,0.256687
826,2,735.053,635.187,0.256687
827,0,735.891,309.825,0.0114496
827,1,735.962,309.757,0.0114496
827,2,735.736,309.761,0.0114496
827,3,735.718,309.762,0.0114496
828,0,735.891,309.825,0.0114496
828,1,735.962,309.757,0.0114496
828,2,735.736,309.761,0.0114496
828,3,735.718,309.762,0.0114496
829,0,736.591,280.647,0.0980203
829,1,736.399,280.295,0.0980203
829,2,736.399,280.046,0.0980203
829,3,736.424,279.835,0.0980203
843,0,744.489,160.118,1448.79
843,1,746.682,241.373,1448.79
843,2,746.588,240.283,1448.79
845,0,748.382,269.175,0.817283
845,1,747.3,270.981,0.817283
845,2,747.793,269.484,0.817283
849,0,923.61,389.334,0.0227231
849,1,923.393,389.124,0.0227231
855,0,362.931,277.277,0.387746
855,1,362.716,278.09,0.387746
855,2,362.659,278.773,0.387746
856,0,772.955,291.275,122.737
856,1,749.875,279.841,122.737
856,2,750.117,279.623,122.737
856,3,750.716,279.168,122.737
862,0,751.951,297.816,0.00295935
862,1,751.923,297.711,0.00295935
863,0,751.951,297.816,0.00295935
863,1,751.923,297.711,0.00295935
867,0,751.12,68.3248,0.0713344
867,1,751.034,67.6471,0.0713344
867,2,751.032,68.2471,0.0713344
867,3,751.042,68.1539,0.0713344
868,0,752.733,397.44,0.107358
868,1,753.099,397.984,0.107358
872,0,966.574,1011.55,0.24221
872,1,967.442,1011.08,0.24221
876,0,752.003,45.1838,0.106497
876,1,752.033,45.0385,0.106497
876,2,752.457,44.9697,0.106497
876,3,751.689,44.6929,0.106497
878,0,755.207,698.112,43476.6
878,1,1090.39,946.215,43476.6
881,0,758.739,747.669,0.00531001
881,1,758.806,747.59,0.00531001
881,2,758.858,747.558,0.00531001
881,3,758.745,747.689,0.00531001
886,0,761.51,321.838,0.0447942
886,1,761.445,321.848,0.0447942
886,2,761.679,321.446,0.0447942
892,0,746.423,211.534,92.3226
892,1,761.481,199.594,92.3226
893,0,761.877,1039.3,0.356299
893,1,761.576,1039.35,0.356299
893,2,761.296,1040.07,0.356299
893,3,760.952,1040.45,0.356299
900,0,763.228,241.443,0.00637784
900,1,763.235,241.602,0.00637784
902,0,762.37,1045.23,0.415751
902,1,763.431,1044.82,0.415751
902,2,763.8,1044.72,0.415751
907,0,637.027,748.388,2235.28
907,1,624.968,842.174,2235.28
909,0,765.33,1043.88,0.0679044
909,1,765.761,1043.67,0.0679044
909,2,765.699,1043.64,0.0679044
909,3,765.265,1043.98,0.0679044
913,0,770.964,310.207,0.303957
913,1,770.248,311.123,0.303957
913,2,770.622,310.802,0.303957
913,3,770.026,311.311,0.303957
914,0,692.02,791.208,383.288
914,1,659.578,813.133,383.288
916,0,864.875,928.977,0.0117489
916,1,864.93,929.186,0.0117489
917,0,771.644,299.637,0.0197871
917,1,771.374,299.716,0.0197871
918,0,772.514,299.341,0.988973
918,1,770.642,300.013,0.988973
922,0,774.267,321.707,0.0109659
922,1,774.132,321.745,0.0109659
922,2,774.299,321.864,0.0109659
922,3,774.257,321.909,0.0109659
923,0,774.267,321.707,0.0109659
923,1,774.132,321.745,0.0109659
923,2,774.299,321.864,0.0109659
923,3,774.257,321.909,0.0109659
924,0,770.029,46.8384,0.38062
924,1,770.236,46.121,0.38062
924,2,770.054,46.1507,0.38062
924,3,770.301,45.1376,0.38062
928,0,774.116,449.425,0.0245749
928,1,774.36,449.154,0.0245749
928,2,774.221,449.146,0.0245749
928,3,774.237,449.088,0.0245749
935,0,1758.93,192.51,159826
935,1,1799.94,991.024,159826
941,0,781.269,180.801,0.0541754
941,1,781.008,181.255,0.0541754
941,2,780.969,181.324,0.0541754
941,3,781.036,181.101,0.0541754
944,0,784.875,664.268,0.117549
944,1,784.576,664.489,0.117549
944,2,784.486,664.818,0.117549
944,3,784.311,664.972,0.117549
945,0,784.486,664.818,0.0136741
945,1,784.311,664.972,0.0136741
946,0,327.965,413.796,33169.1
946,1,492.267,738.883,33169.1
948,0,783.838,772.278,2187.73
948,1,783.812,772.181,2187.73
948,2,873.964,797.277,2187.73
948,3,873.982,797.153,2187.73
949,0,784.429,263.182,0.0836013
949,1,784.144,263.557,0.0836013
949,2,783.989,263.488,0.0836013
949,3,783.868,263.733,0.0836013
952,0,773.038,473.658,94831.2
952,1,1064.75,1016.08,94831.2
956,0,783.673,46.2331,0.19551
956,1,784.153,46.334,0.19551
956,2,784.065,46.2081,0.19551
956,3,783.49,45.463,0.19551
958,0,1606.26,444.897,218.343
958,1,1606.97,444.73,218.343
958,2,1608.58,476.091,218.343
960,0,787.465,271.163,0.373009
960,1,788.906,271.074,0.373009
960,2,788.914,270.937,0.373009
960,3,788.124,270.976,0.373009
963,0,793.006,658.384,0.0841124
963,1,793.137,658.446,0.0841124
963,2,793.151,658.558,0.0841124
963,3,793.372,659.042,0.0841124
964,0,535.255,990.283,0.0312844
964,1,534.981,990.096,0.0312844
964,2,535.17,990.425,0.0312844
967,0,1030.11,980.361,0.500583
967,1,1031.78,979.931,0.500583
967,2,1031.07,980.251,0.500583
977,0,799.514,387.09,0.0168981
977,1,799.489,386.792,0.0168981
977,2,799.391,387.033,0.0168981
977,3,799.416,386.871,0.0168981
979,0,800.758,425.525,0.0219298
979,1,800.41,425.462,0.0219298
979,2,800.635,425.447,0.0219298
980,0,800.675,447.777,0.00845137
980,1,800.688,447.56,0.00845137
980,2,800.66,447.606,0.00845137
980,3,800.762,447.602,0.00845137
985,0,803.63,465.954,0.0351256
985,1,803.411,465.861,0.0351256
985,2,803.397,465.912,0.0351256
985,3,803.417,466.272,0.0351256
987,0,802.347,840.245,0.00209792
987,1,802.434,840.217,0.00209792
988,0,800.923,841.178,0.630669
988,1,801.238,840.999,0.630669
988,2,802.347,840.245,0.630669
988,3,802.434,840.217,0.630669
990,0,806.021,435.154,0.00279404
990,1,806.038,435.046,0.00279404
990,2,806.05,435.152,0.00279404
990,3,806.045,435.182,0.00279404
993,0,806.393,273.114,0.046566
993,1,806.894,273.194,0.046566
993,2,806.886,273.202,0.046566
993,3,806.859,273.106,0.046566
996,0,916.523,907.089,0.223797
996,1,915.764,907.611,0.223797
996,2,915.575,907.566,0.223797
1002,0,812.305,753.014,0.779842
1002,1,812.81,751.244,0.779842
1002,2,812.789,750.988,0.779842
1002,3,812.786,750.929,0.779842
1007,0,814.862,134.7,1.75709
1007,1,813.392,134.892,1.75709
1007,2,811.772,135.641,1.75709
1008,0,814.323,801.925,0.191028
1008,1,814.249,801.938,0.191028
1008,2,815.208,801.863,0.191028
1015,0,815.627,978.452,0.0417016
1015,1,815.713,978.515,0.0417016
1015,2,815.684,978.586,0.0417016
1015,3,815.9,978.124,0.0417016
1016,0,817.807,781.755,0.00598197
1016,1,817.814,781.658,0.00598197
1016,2,817.686,781.773,0.00598197
1017,0,818.536,466.827,0.0287589
1017,1,818.412,467.113,0.0287589
1017,2,818.419,467.203,0.0287589
1017,3,818.359,467.216,0.0287589
1018,0,818.536,466.827,0.0287589
1018,1,818.412,467.113,0.0287589
1018,2,818.419,467.203,0.0287589
1018,3,818.359,467.216,0.0287589
1019,0,815.832,274.252,0.204006
1019,1,816.658,274.334,0.204006
1019,2,816.874,274.374,0.204006
1021,0,817.892,793.825,0.00992635
1021,1,817.933,793.841,0.00992635
1021,2,818.009,793.982,0.00992635
1021,3,817.984,794.032,0.00992635
1022,0,817.892,793.825,0.00992635
1022,1,817.933,793.841,0.00992635
1022,2,818.009,793.982,0.00992635
1022,3,817.984,794.032,0.00992635
1025,0,821.203,475.337,0.00840335
1025,1,821.149,475.216,0.00840335
1025,2,821.104,475.136,0.00840335
1026,0,821.203,475.337,0.00840335
1026,1,821.149,475.216,0.00840335
1026,2,821.104,475.136,0.00840335
1027,0,818.371,826.774,0.0404585
1027,1,817.983,826.882,0.0404585
1033,0,823.705,788.839,0.833358
1033,1,824.449,788.251,0.833358
1033,2,825.308,787.296,0.833358
1045,0,831.5,731.502,0.00208548
1045,1,831.523,731.391,0.00208548
1045,2,831.525,731.458,0.00208548
1045,3,831.49,731.411,0.00208548
1046,0,831.5,731.502,0.00208548
1046,1,831.523,731.391,0.00208548
1046,2,831.525,731.458,0.00208548
1046,3,831.49,731.411,0.00208548
1047,0,831.5,731.502,0.00208548
1047,1,831.523,731.391,0.00208548
1047,2,831.525,731.458,0.00208548
1047,3,831.49,731.411,0.00208548
1048,0,830.835,470.659,0.0168415
1048,1,830.718,470.853,0.0168415
1048,2,830.754,470.806,0.0168415
1048,3,830.855,470.986,0.0168415
1052,0,952.108,528.671,0.0458727
1052,1,952.28,529.031,0.0458727
1052,2,952.406,529.056,0.0458727
1054,0,831.435,796.461,0.0129963
1054,1,831.695,796.557,0.0129963
1054,2,831.588,796.495,0.0129963
1054,3,831.684,796.434,0.0129963
1058,0,832.411,809.169,0.709611
1058,1,832.427,809.309,0.709611
1058,2,833.95,810.008,0.709611
1058,3,833.81,810.117,0.709611
1064,0,834.323,913.786,0.0990129
1064,1,834.641,913.154,0.0990129
1064,2,834.356,913.701,0.0990129
1065,0,835.149,911.658,0.837217
1065,1,834.323,913.786,0.837217
1065,2,834.641,913.154,0.837217
1065,3,834.356,913.701,0.837217
1066,0,835.206,823.822,13.5643
1066,1,830.827,817.899,13.5643
1068,0,835.177,289.691,23200.3
1068,1,834.714,289.641,23200.3
1068,2,834.818,289.644,23200.3
1068,3,1184.25,330.758,23200.3
1069,0,837.419,477.323,0.00898697
1069,1,837.423,477.118,0.00898697
1069,2,837.472,477.141,0.00898697
1070,0,833.897,1026.57,0.447449
1070,1,834.99,1025.8,0.447449
1071,0,834.861,243.987,0.00121115
1071,1,834.846,243.919,0.00121115
1075,0,839.839,466.246,0.0266829
1075,1,839.744,466.604,0.0266829
1075,2,839.893,466.445,0.0266829
1075,3,839.976,466.295,0.0266829
1076,0,839.839,466.246,0.0266829
1076,1,839.744,466.604,0.0266829
1076,2,839.893,466.445,0.0266829
1076,3,839.976,466.295,0.0266829
1077,0,837.429,1037.33,0.0440625
1077,1,837.161,1037.65,0.0440625
1078,0,836.702,1031.72,0.403241
1078,1,837.627,1030.84,0.403241
1079,0,837.137,1031.17,0.271866
1079,1,836.702,1031.72,0.271866
1079,2,837.627,1030.84,0.271866
1080,0,842.24,488.344,0.159178
1080,1,841.498,488.144,0.159178
1080,2,842.227,487.863,0.159178
1089,0,844.277,427.749,0.2645
1089,1,843.173,427.618,0.2645
1089,2,843.377,427.544,0.2645
1089,3,844.283,427.539,0.2645
1091,0,844.427,431.439,0.106149
1091,1,844.152,431.929,0.106149
1091,2,844.064,431.779,0.106149
1091,3,844.369,431.188,0.106149
1092,0,843.387,835.676,0.0233652
1092,1,843.381,835.822,0.0233652
1092,2,843.586,835.969,0.0233652
1093,0,843.387,835.676,0.0233652
1093,1,843.381,835.822,0.0233652
1093,2,843.586,835.969,0.0233652
1094,0,843.069,853.586,0.0256738
1094,1,843.236,853.312,0.0256738
1097,0,845.627,457.601,0.00817832
1097,1,845.477,457.683,0.00817832
1097,2,845.669,457.606,0.00817832
1099,0,1295.52,424.641,46386.2
1099,1,844.51,351.384,46386.2
1099,2,844.609,351.249,46386.2
1104,0,848.914,471.672,0.00822449
1104,1,848.786,471.826,0.00822449
1104,2,848.886,471.697,0.00822449
1104,3,848.942,471.817,0.00822449
1109,0,848.019,294.334,0.0208618
1109,1,848.265,294.486,0.0208618
1111,0,1142.31,967.987,78834.4
1111,1,615.001,774.888,78834.4
1115,0,849.689,1024.81,0.170009
1115,1,849.082,1025.41,0.170009
1115,2,849.85,1025.12,0.170009
1118,0,852.791,268.093,547.087
1118,1,816.097,274.4,547.087
1118,2,871.133,258.716,547.087
1118,3,870.923,258.73,547.087
1122,0,854.884,399.415,0.012003
1122,1,855.009,399.606,0.012003
1122,2,855.051,399.578,0.012003
1122,3,855.087,399.597,0.012003
1123,0,855.968,436.272,0.01096
1123,1,855.934,436.057,0.01096
1123,2,855.881,436.016,0.01096
1123,3,855.965,436.076,0.01096
1124,0,855.968,436.272,0.01096
1124,1,855.934,436.057,0.01096
1124,2,855.881,436.016,0.01096
1124,3,855.965,436.076,0.01096
1125,0,855.412,349.929,0.00966317
1125,1,855.541,349.901,0.00966317
1125,2,855.482,349.842,0.00966317
1125,3,855.308,349.813,0.00966317
1128,0,856.687,334.532,0.0216259
1128,1,856.58,334.694,0.0216259
1128,2,856.905,334.691,0.0216259
1128,3,856.862,334.618,0.0216259
1129,0,858.3,322.517,0.067736
1129,1,857.707,322.731,0.067736
1129,2,857.83,322.733,0.067736
1129,3,857.705,322.698,0.067736
1132,0,859.763,833.893,0.0436375
1132,1,859.975,834.08,0.0436375
1132,2,860.098,834.081,0.0436375
1132,3,860.284,834.119,0.0436375
1133,0,854.06,1044.02,0.0793179
1133,1,854.61,1043.9,0.0793179
1134,0,859.344,478.451,0.0391932
1134,1,859.64,478.751,0.0391932
1134,2,859.728,478.791,0.0391932
1134,3,859.515,478.588,0.0391932
1135,0,859.349,467.819,0.157355
1135,1,859.072,467.456,0.157355
1135,2,859.746,468.153,0.157355
1136,0,859.072,467.456,0.237416
1136,1,859.746,468.153,0.237416
1136,2,859.738,468.31,0.237416
1137,0,859.549,1041.82,0.0480357
1137,1,859.963,1041.8,0.0480357
1137,2,859.433,1041.96,0.0480357
1137,3,859.814,1041.9,0.0480357
1139,0,862.288,410.028,0.0811639
1139,1,861.923,409.522,0.0811639
1139,2,861.99,409.531,0.0811639
1140,0,862.288,410.028,0.0811639
1140,1,861.923,409.522,0.0811639
1140,2,861.99,409.531,0.0811639
1144,0,863.175,360.045,0.021051
1144,1,863.248,360.055,0.021051
1144,2,863.234,359.995,0.021051
1144,3,862.908,360.125,0.021051
1145,0,863.175,360.045,0.00170307
1145,1,863.248,360.055,0.00170307
1145,2,863.234,359.995,0.00170307
1151,0,867.897,841.267,0.181082
1151,1,868.203,841.363,0.181082
1151,2,868.344,841.648,0.181082
1151,3,868.872,841.871,0.181082
1153,0,323.075,504.166,0.174344
1153,1,322.905,504.166,0.174344
1153,2,322.147,503.935,0.174344
1159,0,870.097,372.022,0.00211053
1159,1,870.103,372.064,0.00211053
1159,2,870.013,372.012,0.00211053
1159,3,870.034,371.999,0.00211053
1173,0,876.138,860.088,0.468406
1173,1,876.196,858.984,0.468406
1173,2,876.209,858.79,0.468406
1173,3,876.259,860.373,0.468406
1175,0,879.478,375.893,0.0074966
1175,1,879.333,375.78,0.0074966
1175,2,879.357,375.76,0.0074966
1175,3,879.451,375.73,0.0074966
1176,0,880.338,714.036,0.0110919
1176,1,880.245,714.145,0.0110919
1176,2,880.179,714.278,0.0110919
1176,3,880.286,714.196,0.0110919
1179,0,881.49,844.144,0.0242898
1179,1,881.151,844.237,0.0242898
1179,2,881.226,844.08,0.0242898
1179,3,881.127,844.108,0.0242898
1183,0,883.973,328.174,0.0814566
1183,1,884.577,328.267,0.0814566
1183,2,884.526,328.069,0.0814566
1187,0,243.068,518.363,0.072106
1187,1,242.684,517.987,0.072106
1188,0,674.338,848.427,0.0373668
1188,1,674.614,848.199,0.0373668
1188,2,674.679,848.138,0.0373668
1192,0,744.118,867.656,0.0425191
1192,1,744.415,867.318,0.0425191
1192,2,744.206,867.298,0.0425191
1193,0,886.368,940.37,5279.36
1193,1,823.45,809.378,5279.36
1194,0,903.217,447.587,76.3153
1194,1,886.781,459.824,76.3153
1194,2,887.547,459.958,76.3153
1194,3,887.49,460.001,76.3153
1195,0,886.838,460.015,0.132194
1195,1,886.781,459.824,0.132194
1195,2,887.547,459.958,0.132194
1195,3,887.49,460.001,0.132194
1208,0,893.727,931.918,0.479435
1208,1,894.367,931.621,0.479435
1208,2,893.928,931.888,0.479435
1208,3,892.808,932.682,0.479435
1209,0,892.611,821.863,0.328323
1209,1,892.26,820.473,0.328323
1209,2,892.667,821.675,0.328323
1209,3,892.689,821.606,0.328323
1211,0,897.258,752.802,0.0443344
1211,1,896.884,752.604,0.0443344
1211,2,896.773,752.574,0.0443344
1211,3,896.834,752.595,0.0443344
1212,0,894.41,299.457,0.00717691
1212,1,894.262,299.507,0.00717691
1212,2,894.221,299.43,0.00717691
1212,3,894.305,299.375,0.00717691
1215,0,900.608,767.409,0.0267646
1215,1,900.292,767.492,0.0267646
1216,0,900.608,767.409,0.0170239
1216,1,900.559,767.719,0.0170239
1216,2,900.559,767.61,0.0170239
1219,0,902.779,447.516,0.0120781
1219,1,902.571,447.446,0.0120781
1227,0,906.265,836.845,0.0792499
1227,1,906.708,837.18,0.0792499
1227,2,906.228,837.002,0.0792499
1227,3,906.059,836.808,0.0792499
1231,0,910.724,772.043,0.463827
1231,1,911.315,773.521,0.463827
1231,2,910.773,772.048,0.463827
1231,3,910.697,772.097,0.463827
1235,0,911.307,759.036,1.97619
1235,1,914.619,757.886,1.97619
1235,2,911.722,758.898,1.97619
1235,3,911.708,758.924,1.97619
1238,0,1068.4,483.117,5.60639
1238,1,1063.78,482.064,5.60639
1239,0,904.606,464.127,5874.47
1239,1,1068.4,483.117,5874.47
1239,2,1063.78,482.064,5874.47
1244,0,915.656,828.056,0.0804624
1244,1,915.931,827.473,0.0804624
1244,2,915.938,827.498,0.0804624
1244,3,915.911,827.42,0.0804624
1245,0,915.656,828.056,0.0804624
1245,1,915.931,827.473,0.0804624
1245,2,915.938,827.498,0.0804624
1245,3,915.911,827.42,0.0804624
1248,0,931.836,468.013,123.392
1248,1,914.398,481.777,123.392
1253,0,991.425,304.692,0.466707
1253,1,991.511,302.77,0.466707
1253,2,991.389,303.628,0.466707
1253,3,991.364,303.729,0.466707
1260,0,240.749,602.286,52258
1260,1,507.496,148.814,52258
1260,2,348.009,211.58,52258
1266,0,924.8,836.302,0.66426
1266,1,926.303,835.346,0.66426
1266,2,926.275,835.444,0.66426
1266,3,924.981,836.116,0.66426
1274,0,925.174,253.797,0.26337
1274,1,926.132,253.128,0.26337
1274,2,926,253.119,0.26337
1274,3,926.108,252.94,0.26337
1277,0,612.118,905.493,0.571851
1277,1,613.041,904.295,0.571851
1278,0,928.355,929.104,0.0175718
1278,1,928.321,929.088,0.0175718
1278,2,928.213,929.346,0.0175718
1279,0,926.936,258.293,0.0807508
1279,1,926.384,258.161,0.0807508
1289,0,930.882,243.432,0.0107606
1289,1,931.093,243.515,0.0107606
1289,2,930.883,243.489,0.0107606
1289,3,930.92,243.368,0.0107606
1294,0,308.013,757.089,0.506087
1294,1,309.158,757.934,0.506087
1295,0,934.384,255.274,0.0449255
1295,1,934.435,254.81,0.0449255
1295,2,934.303,254.945,0.0449255
1295,3,934.255,255.258,0.0449255
1296,0,934.014,238.661,0.00962533
1296,1,933.897,238.819,0.00962533
1300,0,1075.1,963.299,194.545
1300,1,1049.86,975.164,194.545
1304,0,939.016,353.779,0.0123114
1304,1,938.824,353.576,0.0123114
1304,2,938.893,353.561,0.0123114
1304,3,938.938,353.653,0.0123114
1309,0,939.653,304.059,0.0397726
1309,1,939.369,304.429,0.0397726
1309,2,939.412,304.323,0.0397726
1311,0,940.408,326.649,0.0116116
1311,1,940.518,326.847,0.0116116
1311,2,940.411,326.722,0.0116116
1311,3,940.446,326.583,0.0116116
1314,0,937.963,192.547,0.044105
1314,1,937.606,192.286,0.044105
1314,2,937.56,192.386,0.044105
1317,0,946.65,483.195,0.0368004
1317,1,946.266,483.186,0.0368004
1319,0,947.85,453.776,0.0349114
1319,1,947.519,453.86,0.0349114
1319,2,947.937,453.74,0.0349114
1321,0,945.621,301.544,0.0122357
1321,1,945.659,301.328,0.0122357
1321,2,945.77,301.51,0.0122357
1321,3,945.728,301.355,0.0122357
1323,0,944.069,215.265,0.106969
1323,1,943.892,215.63,0.106969
1323,2,943.742,216.1,0.106969
1323,3,943.792,215.809,0.106969
1324,0,944.069,215.265,0.106969
1324,1,943.892,215.63,0.106969
1324,2,943.742,216.1,0.106969
1324,3,943.792,215.809,0.106969
1326,0,912.439,758.296,0.00605897
1326,1,912.518,758.44,0.00605897
1326,2,912.51,758.446,0.00605897
1327,0,948.289,890.296,22366.7
1327,1,1264.89,870.483,22366.7
1327,2,1264.96,870.593,22366.7
1331,0,948.945,320.423,1.43237
1331,1,949.871,322.32,1.43237
1331,2,950.135,322.977,1.43237
1334,0,952.828,463.864,0.0337505
1334,1,952.745,463.561,0.0337505
1334,2,952.615,463.411,0.0337505
1334,3,952.795,463.664,0.0337505
1341,0,305.355,723.988,0.0475611
1341,1,305.137,724.366,0.0475611
1342,0,947.687,181.965,0.0791896
1342,1,947.31,181.93,0.0791896
1342,2,947.07,181.691,0.0791896
1343,0,948.675,189.096,0.0137228
1343,1,948.557,188.894,0.0137228
1344,0,948.675,189.096,0.0495683
1344,1,948.329,189.363,0.0495683
1344,2,948.557,188.894,0.0495683
1344,3,948.664,189.002,0.0495683
1350,0,266.154,384.417,124893
1350,1,266.065,384.267,124893
1350,2,951.686,212.493,124893
1350,3,951.689,212.363,124893
1352,0,958.128,458.063,0.0129847
1352,1,958.078,458.178,0.0129847
1352,2,958.062,458.239,0.0129847
1352,3,957.957,457.995,0.0129847
1354,0,956.965,925.986,0.0220788
1354,1,956.599,925.91,0.0220788
1354,2,956.755,925.967,0.0220788
1354,3,956.621,925.98,0.0220788
1358,0,1109.51,393.352,0.00720711
1358,1,1109.51,393.213,0.00720711
1358,2,1109.6,393.185,0.00720711
1359,0,961.16,762.246,0.450815
1359,1,961.093,762.911,0.450815
1359,2,961.249,763.847,0.450815
1359,3,961.234,763.812,0.450815
1361,0,959.487,915.178,0.00335065
1361,1,959.49,915.294,0.00335065
1363,0,960.531,501.81,0.022994
1363,1,960.264,501.879,0.022994
1363,2,960.645,501.71,0.022994
1363,3,960.479,501.764,0.022994
1364,0,960.531,501.81,0.022994
1364,1,960.264,501.879,0.022994
1364,2,960.645,501.71,0.022994
1364,3,960.479,501.764,0.022994
1367,0,961.106,374.101,0.153077
1367,1,960.752,373.841,0.153077
1367,2,960.307,373.572,0.153077
1367,3,960.369,373.558,0.153077
1368,0,964.206,740.713,0.00266835
1368,1,964.265,740.747,0.00266835
1368,2,964.294,740.781,0.00266835
1368,3,964.297,740.81,0.00266835
1375,0,965.754,537.919,0.0216303
1375,1,965.575,538.012,0.0216303
1375,2,965.482,537.973,0.0216303
1375,3,965.362,537.983,0.0216303
1379,0,667.359,391.84,0.494655
1379,1,666.844,392.034,0.494655
1379,2,667.798,390.606,0.494655
1379,3,667.536,390.871,0.494655
1381,0,966.867,427.946,0.00326443
1381,1,966.896,428.002,0.00326443
1381,2,966.776,427.996,0.00326443
1396,0,971.188,419.437,0.011605
1396,1,971.226,419.224,0.011605
1398,0,973.001,539.385,0.00706953
1398,1,973.045,539.323,0.00706953
1398,2,972.989,539.36,0.00706953
1398,3,972.956,539.528,0.00706953
1403,0,974.372,500.453,62775.4
1403,1,539.958,118.3,62775.4
1403,2,539.937,117.899,62775.4
1403,3,575.069,87.2303,62775.4
1404,0,972.661,889.171,0.03469
1404,1,973.019,889.185,0.03469
1404,2,973.128,889.162,0.03469
1404,3,973.093,889.206,0.03469
1408,0,969.568,278.226,0.00380389
1408,1,969.549,278.25,0.00380389
1408,2,969.527,278.114,0.00380389
1409,0,969.568,278.226,0.00380389
1409,1,969.549,278.25,0.00380389
1409,2,969.527,278.114,0.00380389
1412,0,966.38,172.986,0.103756
1412,1,966.039,173.035,0.103756
1412,2,965.61,173.359,0.103756
1412,3,965.838,173.257,0.103756
1418,0,1028.87,1042.03,149199
1418,1,947.887,273.764,149199
1421,0,991.425,304.692,0.619166
1421,1,991.511,302.77,0.619166
1421,2,991.364,303.729,0.619166
1427,0,976.178,927.418,0.334074
1427,1,976.886,928.073,0.334074
1427,2,977.523,928.223,0.334074
1427,3,977.007,928.159,0.334074
1430,0,976.305,367.199,0.00838745
1430,1,976.336,366.987,0.00838745
1430,2,976.326,366.983,0.00838745
1430,3,976.309,366.999,0.00838745
1431,0,1085.33,386.68,91538.4
1431,1,480.227,387.803,91538.4
1433,0,974.273,295.907,0.0101956
1433,1,974.35,295.794,0.0101956
1433,2,974.334,295.697,0.0101956
1433,3,974.381,295.669,0.0101956
1434,0,974.273,295.907,0.0101956
1434,1,974.35,295.794,0.0101956
1434,2,974.334,295.697,0.0101956
1434,3,974.381,295.669,0.0101956
1435,0,980.233,536.234,0.0976984
1435,1,979.501,535.978,0.0976984
1435,2,979.588,536.012,0.0976984
1435,3,979.936,536.205,0.0976984
1438,0,976.932,350.816,3650.83
1438,1,934.801,229.656,3650.83
1438,2,977.172,350.515,3650.83
1444,0,981.568,427.967,0.00638957
1444,1,981.637,427.992,0.00638957
1444,2,981.439,427.985,0.00638957
1444,3,981.468,427.997,0.00638957
1445,0,504.529,1016.3,104237
1445,1,982.93,582.418,104237
1445,2,983.125,582.162,104237
1445,3,504.896,1015.83,104237
1447,0,981.892,399.483,0.000546704
1447,1,981.868,399.432,0.000546704
